_id,_accuracy,__text
HB.43.315.1,incorrect,Your right hand is faster than your right foot because the nerves take less time to go to your hand than your foot.
HB.43.316.1,correct,"Your right or left hand are faster than your right or left foot because your hand is closer to your brain so, your foot has to go all way to your brain so it can respond."
HB.43.317.1,correct,Your right hand is faster than your right foot because your hand is closer to your brain so the message from your brain has less distance to travel.
HB.43.319.1,incorrect,The reason is because your brain is closer to your hand.
HB.43.322.1,incorrect,His right hand was faster than his foot because it takes a long time to move your foot and your hand can move faster than your foot because you use your hand is a whole lot.
HB.43.324.1,correct,Your hand is closer to your brain and less distance for your nerves.
HB.43.327.1,incorrect,It takes less time to get a response to your hand than your foot.
HB.43.329.1,incorrect,The reason is because your hand is closer to your brain.
HB.43.330.1,correct,It takes longer time for the brain to send a message to the foot and back than it takes for the hand because it is closer to your brain the nerves travel a smaller distance.
HB.43.331.1,incorrect,Why Corey is that your feet have more muscle than your hand.
HB.43.348.1,incorrect,Corey's right hand is faster than his right foot because his hand is closer to his brain than his foot so it is easier for the right hand.
HB.43.351.1,incorrect,The reason Corey's right hand is closer than his right foot is because your right hand is closer to your brain and your left foot is farther.
HB.43.365.1,incorrect,The lower body supports our upper body. So it is heavier.
HB.43.383.1,incorrect,Your right hand would be faster than your right foot because your hand is more closer to your brain than you foot is.
HB.43.386.1,incorrect,The right hand is faster because it is closer to the brain and the foot is not.
HB.43.387.1,incorrect,The right hand is closer to the brain.
HB.43.390.1,incorrect,Your right hand is faster because it is already on the brake.
HB.43.391.1,incorrect,The right hand is faster than the right foot because his hand is closer to his brain.
HB.43.393.1,incorrect,Corey your right hand has more practice than your right foot.
HB.43.422.1,incorrect,From what I know his right hand was faster than his right foot is because of your coordination and some can have hand-eye coordination.
HB.43.423.1,correct,"The right hand is closer to your head so the brain can get the message to your hand faster. Also, people usually use their hands more."
HB.43.425.1,incorrect,His right hand is faster because his hands are stronger.
HB.43.427.1,incorrect,Maybe his muscles are very heavy to keep Corey from moving his feet fast enough.
HB.43.428.1,incorrect,His right hand is faster than his right foot because it is less distance for a hand than a foot.
HB.43.429.1,incorrect,It was probably easier to move his hand because he probably uses his hand move than his foot.
HB.43.432.1,incorrect,When you try moving your foot fast it bounces your leg around and slows it down but your arm does not.
HB.43.435.1,incorrect,The right hand is faster because you move the fingers around more than toes so your hand will be faster.
HB.43.437.1,incorrect,Your right hand is use to doing that kind of fast movement. That is why it is faster.
HB.43.439.1,incorrect,Your right hand is faster than your right foot because you use it more.
HB.43.471.1,incorrect,His foot may be a little bit harder. So his right hand is able to go a lot faster.
HB.43.490.1,correct,Because his foot is down low so it took longer to get to it and his is closer so it could move faster.
HB.43.494.1,incorrect,Because when you send the message to your hand or foot it travels to your hand faster than traveling to your foot so you can move your hand faster.
HB.43.495.1,incorrect,Because the message goes down your spine and then the message goes down your shoulder.
HB.43.502.1,correct,His right hand was faster than his right foot because the message coming from his brain and down his spinal cord took longer. Because his leg or foot is lower down.
HB.43.504.1,correct,Your hand is closer to your brain and less distance for your nerves.
HB.43.525.1,incorrect,His foot does not work as well because your right hand or left you use that hand for writing.
HB.43.528.1,incorrect,Your right hand is better than your right foot is because you do more stuff with your right hand.
HB.43.561.1,incorrect,The reason why is your brain takes longer to send a message.
HB.43.563.1,incorrect,How Corey's hand moved faster than his foot is the brain has easier makes to your hand than your foot!
HB.43.564.1,incorrect,It is because your brain can send messages to your hand faster than your feet so that is why your hand get 5 miss and that is why.
HB.43.566.1,incorrect,Because his hand is closer to his brain.
HB.43.572.1,incorrect,I think his hand is faster because his brain can send a message to his hand faster than his brain can send a message to his foot.
HB.43.575.1,correct,Corey right hand went faster than his right foot because the brain sends messages to your hand quicker than his foot. His hand is closer.
HB.43.576.1,incorrect,"The reason Corey could not move his foot as fast as his hand is because, the foot is farther away from the brain."
HB.43.577.1,correct,The hand is closer to the brain than the foot so your brain can send messages faster to the hand than foot.
HB.43.580.1,incorrect,Corey moved his right hand faster than his right foot because his arm is not as far from the brain.
HB.43.594.1,incorrect,Corey's right hand is faster.
HB.43.595.1,incorrect,It takes a longer time for your brain to tell your feet to move.
HB.43.598.1,incorrect,The hand is faster because your hands are closer to your brain than are feet you can see our.
HB.43.600.1,correct,His right hand is faster because it is closer to the brain and the message goes faster in the hand because it is closer and it takes longer for the message to reach the bottom.
HB.43.603.1,incorrect,His right hand is faster because it is a short distance to the brain.
HB.43.604.1,incorrect,It would be easier for Corey to move his hands because it is slightly faster to get a message to your hand than it is for your feet.
HB.43.610.1,correct,His right hand is faster because the brain sends a message to the hand and from the brain to his right hand it is shorter to get there and it is longer for the message to get to his right foot.
HB.43.629.1,correct,His hand moved fast because your hand is closer. So that means that the stimulus will get there faster.
HB.43.640.1,incorrect,You should practice mover because you could get faster at it.
HB.43.641.1,incorrect,His right hand was faster because he probably uses his hands more than feet.
HB.43.649.1,correct,One reason is that you get faster response time with your hand because it is closer to your brain.
HB.43.650.1,incorrect,Dear Cory the reason why your right hand is faster than your right foot is because your right hand gets more practice than your right foot.
HB.43.981.1,incorrect,Because it is the bone that you can move faster.
HB.43.991.1,incorrect,Because he writes with his right hand.
